S.No.,District Code,District Name,Sub-District Code,Sub-District Name,Village Code,Village Version,Village Name ,Village Name,Village Category,Village Status,Census 2001 Code,Census 2011 Code,
12997,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431716,2,Bhalaur,भलौर,Rural,Inhabitant,00054600,431716,
12998,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431731,2,Bhauta,भौता,Rural,Inhabitant,00056300,431731,
12999,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431714,2,Bichhali,बिछाली,Rural,Inhabitant,00054400,431714,
13000,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431728,2,Budeli,बुदेली,Rural,Inhabitant,00056000,431728,
13001,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431726,2,Chainpur,चैनपुर,Rural,Inhabitant,00055800,431726,
13002,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431722,2,Chanwaridand,चंवरीडांड,Rural,Inhabitant,00055200,431722,
13003,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431721,2,Chaughada,चौघडा,Rural,Inhabitant,00055100,431721,
13004,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431732,2,Chhipchhipi,छिपछिपी,Rural,Inhabitant,00056400,431732,
13005,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431698,2,Chiraipani,चिरईपानी,Rural,Inhabitant,00052800,431698,
13006,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431710,2,Chiutimar,चिउटीमार,Rural,Inhabitant,00054000,431710,
13007,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431715,2,Dagaura,दगौरा,Rural,Inhabitant,00054500,431715,
13008,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431685,2,Darri Tola,दर्री टोला,Rural,Inhabitant,00051500,431685,
13009,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431718,2,Domanapara,दोमनापारा,Rural,Inhabitant,00054800,431718,
13010,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431725,2,Gidhdand,गीधडांड,Rural,Inhabitant,00055700,431725,
13011,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431691,4,Harrapara,हर्रापारा,Rural,Inhabitant,00052100,431691,
13012,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431706,2,Hastinapur,हस्तिनापुर,Rural,Inhabitant,00053600,431706,
13013,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,930682,2,Jhagrakhand,झगराखंड,Urban,Inhabitant,,000000,
13014,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431703,2,Kathotiya,कठोतिया,Rural,Inhabitant,00053300,431703,
13015,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431713,2,Khairbaha,खैरबाहा,Rural,Inhabitant,00054300,431713,
13016,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,930683,2,Khongpani,खोंगपानी,Urban,Inhabitant,,000000,
13017,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431709,2,Kothari,कोठारी,Rural,Inhabitant,00053900,431709,
13018,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431689,2,Lai,लाई,Rural,Inhabitant,00051900,431689,
13019,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431719,2,Lalpur,लालपुर,Rural,Inhabitant,00054900,431719,
13020,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431686,2,Lohari,लोहारी,Rural,Inhabitant,00051600,431686,
13021,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431684,2,Maharajpur,महाराजपुर,Rural,Inhabitant,00051400,431684,
13022,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,930684,2,Manendragarh,मनेन्द्रगढ,Urban,Inhabitant,,000000,
13023,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431712,2,Mendradol,मेंद्राडोल,Rural,Inhabitant,00054200,431712,
13024,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431688,2,Morga,मोरगा,Rural,Inhabitant,00051800,431688,
13025,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431697,2,Muktiyarpara,मुक्तियारपारा,Rural,Inhabitant,00052700,431697,
13026,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431694,2,Nagpur,नागपुर,Rural,Inhabitant,00052400,431694,
13027,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431730,2,Narayanpur,नारायणपुर,Rural,Inhabitant,00056200,431730,
13028,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431707,2,Naugai,नौगई,Rural,Inhabitant,00053700,431707,
13029,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431687,2,Nawapara,नवापारा,Rural,Inhabitant,00051700,431687,
13030,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,930685,2,Nayi Ledri,नई लेदरी,Urban,Inhabitant,,000000,
13031,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431727,2,Paradol,पाराडोल,Rural,Inhabitant,00055900,431727,
13032,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431724,2,Parasgadhi,पारसगढ़ी,Rural,Inhabitant,00055600,431724,
13033,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431705,2,Pipariya,पिपरिया,Rural,Inhabitant,00053500,431705,
13034,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,930686,2,Purani Ledri,पुरानी लेदरी,Urban,Inhabitant,,000000,
13035,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431680,2,Radharamannagar,राधारमणनगर,Rural,Inhabitant,00051000,431680,
13036,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431717,2,Salhi,साल्ही,Rural,Inhabitant,00054700,431717,
13037,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431696,2,Salka,सालका,Rural,Inhabitant,00052600,431696,
13038,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431699,2,Sarbhoka,सरभोका,Rural,Inhabitant,00052900,431699,
13039,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431695,2,Sarola,सरोला,Rural,Inhabitant,00052500,431695,
13040,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431692,2,Semara,सेमरा,Rural,Inhabitant,00052200,431692,
13041,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431693,2,Sendha,सेंधा,Rural,Inhabitant,00052300,431693,
13042,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431700,2,Shankargarh,शंकरगढ़,Rural,Inhabitant,00053000,431700,
13043,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431708,2,Sidiya Khoh,सीडिया खोह,Rural,Inhabitant,00053800,431708,
13044,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431704,2,Sirouli,सिरौली,Rural,Inhabitant,00053400,431704,
13045,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431681,2,Sonbarsa,सोंबरसा,Rural,Inhabitant,00051100,431681,
13046,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431723,2,Tendudand,तेंदूडांड,Rural,Inhabitant,00055300,431723,
13047,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431701,2,Udalkachhar,उदलकछार,Rural,Inhabitant,00053100,431701,
13048,760,Manendragarh-Chirmiri-Bharatpur(M C B),3234,Manendragarh,431682,2,Ujiyarpur,उजियारपुर,Rural,Inhabitant,00051200,431682,
13049,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441627,2,Adejhar,आड़ेझर,Rural,Inhabitant,01051000,441627,
13050,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441572,2,Ama Tola,आमाटोला,Rural,Inhabitant,01045500,441572,
13051,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,930743,2,Ambagarh-Chowki,अम्बागढ़-चौकी,Urban,Inhabitant,,000000,
13052,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441639,2,Araj Kund,अरजकुण्ड,Rural,Inhabitant,01052200,441639,
13053,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441615,2,Atargaon,आतरगांव,Rural,Inhabitant,01049800,441615,
13054,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441600,2,Atra,आटरा,Rural,Inhabitant,01048300,441600,
13055,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441620,2,Bagnara,बागनारा,Rural,Inhabitant,01050300,441620,
13056,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441602,2,Bahoranbhedi,बहोरनभेड़ी,Rural,Inhabitant,01048500,441602,
13057,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,916485,3,Bandhabazar,बाँधाबाज़ार,Rural,Inhabitant,,000000,
13058,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441599,2,Barar Mundi,बरार मुंडी,Rural,Inhabitant,01048200,441599,
13059,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441633,2,Barcha Kutumb,बरछा कुटुंब,Rural,Inhabitant,01051600,441633,
13060,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441638,2,Belargondi,बेलरगोंदी,Rural,Inhabitant,01052100,441638,
13061,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441684,2,Belarpur,बेलरपुर,Rural,Inhabitant,01056700,441684,
13062,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441661,2,Bhadsena,भड्सेना,Rural,Inhabitant,01054400,441661,
13063,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441648,2,Bhagwan Tola,भगवानटोला,Rural,Inhabitant,01053100,441648,
13064,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441643,2,Bhandari Tola,भण्डारी टोला,Rural,Inhabitant,01052600,441643,
13065,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441612,2,Bhansula,भन्सुला,Rural,Inhabitant,01049500,441612,
13066,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441581,2,Bharritola,भर्रीटोला,Rural,Inhabitant,01046400,441581,
13067,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441601,2,Bharri Tola,भर्री टोला,Rural,Inhabitant,01048400,441601,
13068,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441647,2,Bharri Tola,भर्री टोला,Rural,Inhabitant,01053000,441647,
13069,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441623,2,Bhurbhusi,भुरभूसी,Rural,Inhabitant,01050600,441623,
13070,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441666,2,Bhurbhusi,भुरभूसी,Rural,Inhabitant,01054900,441666,
13071,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441686,4,Bicharpur,,Rural,Inhabitant,01056900,441686,
13072,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441656,2,Bihari Kalan,बिहरी कला,Rural,Inhabitant,01053900,441656,
13073,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441657,2,Bihari Khurd,बिहरी खुर्द,Rural,Inhabitant,01054000,441657,
13074,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441577,2,Bital,बिटाल,Rural,Inhabitant,01046000,441577,
13075,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441549,2,Boga Tola,बोगा टोला,Rural,Inhabitant,01043200,441549,
13076,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441611,2,Boirdih,बोइरडीह,Rural,Inhabitant,01049400,441611,
13077,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441596,2,Bramhan Bhedi,ब्राह्मण भेड़ी,Rural,Inhabitant,01047900,441596,
13078,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441607,2,Bramhan Lanjhiya,ब्राह्मण लंझिया,Rural,Inhabitant,01049000,441607,
13079,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441625,2,Buta Kasa,बूटा कसा,Rural,Inhabitant,01050800,441625,
13080,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441675,2,Chamru Tola,चमरू टोला,Rural,Inhabitant,01055800,441675,
13081,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441603,2,Chhachan Pahari,छछान पहरी,Rural,Inhabitant,01048600,441603,
13082,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441691,2,Chhui Khadka,छुई खडका,Rural,Inhabitant,01057400,441691,
13083,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441578,2,Chikhli,चिखली,Rural,Inhabitant,01046100,441578,
13084,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441553,2,Chilhati,चिल्हाटी,Rural,Inhabitant,01043600,441553,
13085,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441676,2,Chorpani,चोरपानी,Rural,Inhabitant,01055900,441676,
13086,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441552,2,Dakko Tola,डक्को टोला,Rural,Inhabitant,01043500,441552,
13087,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441673,2,Dani Tola,दानी टोला,Rural,Un-Inhabitant,01055600,441673,
13088,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441598,2,Dau Tola,दाऊ टोला,Rural,Inhabitant,01048100,441598,
13089,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441679,2,Dev Wadvi,देव वादवि,Rural,Inhabitant,01056200,441679,
13090,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441634,2,Dewarsur,देवारसुर,Rural,Inhabitant,01051700,441634,
13091,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441585,3,Dhadhu Tola,दाधू टोला,Rural,Inhabitant,01046800,441585,
13092,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441658,2,Dhanapayali,धानापयली,Rural,Inhabitant,01054100,441658,
13093,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441674,2,Dodke,डोडके,Rural,Inhabitant,01055700,441674,
13094,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441619,2,Dongaghat,डोंगाघाट,Rural,Inhabitant,01050200,441619,
13095,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441565,2,Dongargaon,डोंगरगांव,Rural,Inhabitant,01044800,441565,
13096,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441688,2,Dumarghucha,डुमरगूचा,Rural,Inhabitant,01057100,441688,
13097,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441667,2,Durre Tola,डूर्रे टोला,Rural,Inhabitant,01055000,441667,
13098,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441559,2,Duwalgundra,दुआलगुन्द्रा,Rural,Inhabitant,01044200,441559,
13099,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441574,2,Edmagondi,अदमगोंदी,Rural,Inhabitant,01045700,441574,
13100,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441655,2,Gauli Tola,गौलीटोला,Rural,Inhabitant,01053800,441655,
13101,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441653,2,Ghorda,घोरदा,Rural,Inhabitant,01053600,441653,
13102,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441622,2,Goplin Chuwa,गोपलिन चुवा,Rural,Inhabitant,01050500,441622,
13103,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441635,2,Gotulmunda,गोटुलमुन्डा,Rural,Inhabitant,01051800,441635,
13104,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441593,2,Gundardehi,गुंडरदेही,Rural,Inhabitant,01047600,441593,
13105,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441613,2,Gurra Tola,गुर्रा टोला,Rural,Inhabitant,01049600,441613,
13106,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441564,2,Hajju Tola,हज्जू टोला,Rural,Inhabitant,01044700,441564,
13107,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441637,2,Halamitola,हलामीटोला,Rural,Inhabitant,01052000,441637,
13108,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441557,2,Halam Kodo,हालमकोड़ो,Rural,Inhabitant,01044000,441557,
13109,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441573,2,Handi Tola,हांड़ी टोला,Rural,Inhabitant,01045600,441573,
13110,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441644,2,Harekhapayali,हरेखापायली,Rural,Inhabitant,01052700,441644,
13111,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441660,2,Hathi Kanhar,हाथी कन्हार,Rural,Inhabitant,01054300,441660,
13112,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441550,2,Hemal Kohda,हेमल कोहडा,Rural,Inhabitant,01043300,441550,
13113,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441605,2,Hitaguda,हितागुडा,Rural,Inhabitant,01048800,441605,
13114,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441629,2,Hitkasa,हिताकसा,Rural,Inhabitant,01051200,441629,
13115,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441576,2,Hodi Tola,होडी टोला,Rural,Inhabitant,01045900,441576,
13116,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441682,2,Jade Tola,जादे टोला,Rural,Inhabitant,01056500,441682,
13117,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441590,2,Jadu Tola,जादू टोला,Rural,Inhabitant,01047300,441590,
13118,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441568,2,Jantargundra,जंतर गुन्डरा,Rural,Inhabitant,01045100,441568,
13119,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441562,2,Jaraha Tola,जरहा टोला,Rural,Inhabitant,01044500,441562,
13120,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441555,2,Jhitiya,झिटिया,Rural,Inhabitant,01043800,441555,
13121,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441592,2,Joratarai,जोरतराई,Rural,Inhabitant,01047500,441592,
13122,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441566,2,Kahadkasa,कहडकसा,Rural,Inhabitant,01044900,441566,
13123,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441632,2,Kalkasa,कलकसा,Rural,Inhabitant,01051500,441632,
13124,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,930744,2,Kanhe,कान्ही,Urban,Inhabitant,,000000,
13125,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441628,2,Karamtara,करमतरा,Rural,Inhabitant,01051100,441628,
13126,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441672,3,Karpibharri,करपीभर्री,Rural,Inhabitant,01055500,441672,
13127,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441668,4,Katulwada,कतुलवाड़ा,Rural,Inhabitant,01055100,441668,
13128,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441650,2,Kaudikasa,कौड़ीकसा,Rural,Inhabitant,01053300,441650,
13129,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441580,2,Kekti Tola,केकती टोला,Rural,Inhabitant,01046300,441580,
13130,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441693,2,Keshal Dabri,केसाल डबरी,Rural,Inhabitant,01057600,441693,
13131,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441617,2,Keshari Tola,केसरी टोला,Rural,Inhabitant,01050000,441617,
13132,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441608,2,Kesla,केसला,Rural,Inhabitant,01049100,441608,
13133,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441554,2,Khadkhadi,खडखडी,Rural,Inhabitant,01043700,441554,
13134,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441683,2,Khairi,खैरी,Rural,Inhabitant,01056600,441683,
13135,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441569,2,Khora Tola,खोरा टोला,Rural,Inhabitant,01045200,441569,
13136,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441584,2,Khursipar,खुर्सीपार,Rural,Inhabitant,01046700,441584,
13137,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441626,2,Khursitikul,खुर्सीटिकुल,Rural,Inhabitant,01050900,441626,
13138,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441654,2,Khursitikur,खुर्सीटिकुल,Rural,Inhabitant,01053700,441654,
13139,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441548,2,Khursitikur,खुर्सीटिकुल,Rural,Inhabitant,01043100,441548,
13140,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441597,2,Kilargondi,किलारगोंदी,Rural,Inhabitant,01048000,441597,
13141,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441662,2,Kodu Tola,कोडू टोला,Rural,Inhabitant,01054500,441662,
13142,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441547,3,Korcha Tola,कोर्चाटोला,Rural,Inhabitant,01043000,441547,
13143,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441583,2,Kotra,कोटरा,Rural,Inhabitant,01046600,441583,
13144,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441621,2,Kumhali,कुम्हली,Rural,Inhabitant,01050400,441621,
13145,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441645,2,Kundera Tola,कुंदेरा टोला,Rural,Inhabitant,01052800,441645,
13146,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441542,2,Kusumkasa,कुसुमकसा,Rural,Inhabitant,01042500,441542,
13147,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441677,2,Kuturghoda,कुतुलघोडा,Rural,Inhabitant,01056000,441677,
13148,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441561,2,Lata Kodo,लता कोड़ो,Rural,Inhabitant,01044400,441561,
13149,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441631,2,Ledijob,लेडिजोब,Rural,Inhabitant,01051400,441631,
13150,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441614,2,Mahud Machandur,माहुद मचांदुर,Rural,Inhabitant,01049700,441614,
13151,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441589,2,Majhi Tola,माझी टोला,Rural,Inhabitant,01047200,441589,
13152,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441540,2,Makke,मक्के,Rural,Inhabitant,01042300,441540,
13153,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441582,2,Maldongri,मालडोंगरी,Rural,Inhabitant,01046500,441582,
13154,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441575,2,Manga Tola,मांगा टोला,Rural,Inhabitant,01045800,441575,
13155,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,930747,2,Meregaon,मेरिगांव,Urban,Inhabitant,,000000,
13156,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441652,2,Metepar,मेटेपार,Rural,Inhabitant,01053500,441652,
13157,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441551,2,Mirche,मिरचे,Rural,Inhabitant,01043400,441551,
13158,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441616,2,Mohad,मोहड़,Rural,Inhabitant,01049900,441616,
13159,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441556,2,Mohgaon,मोहगांव,Rural,Inhabitant,01043900,441556,
13160,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441664,2,Mongra,मोंगरा,Rural,Inhabitant,01054700,441664,
13161,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441687,2,Mudpar,मुडपार,Rural,Inhabitant,01057000,441687,
13162,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441649,2,Muleti Tola,मुलेटी टोला,Rural,Inhabitant,01053200,441649,
13163,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441663,2,Mungal,मुंगल,Rural,Inhabitant,01054600,441663,
13164,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441630,2,Mungeshi Tola,मुन्गेशी टोला,Rural,Inhabitant,01051300,441630,
13165,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441689,2,Murer,मुरेर,Rural,Inhabitant,01057200,441689,
13166,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441640,2,Netam Tola,नेताम टोला,Rural,Inhabitant,01052300,441640,
13167,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441646,4,Nichekohda,नीचेकोहड़ा,Rural,Inhabitant,01052900,441646,
13168,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441545,2,Nigenchuwa,निगेनछुआ,Rural,Inhabitant,01042800,441545,
13169,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441546,2,Otobandha,ओटेबाँधा,Rural,Inhabitant,01042900,441546,
13170,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441678,2,Pandki,पंडकी,Rural,Inhabitant,01056100,441678,
13171,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441651,2,Pandri Tarai,पंडरी तराई,Rural,Inhabitant,01053400,441651,
13172,761,Mohla-Manpur-Ambagarh Chouki,3310,Ambagarh Chouki,441558,2,Pandu Tola,पांडू टोला,Rural,Inhabitant,01044100,441558,
